2021-06-29 16:37:08.087 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 16:49:19.706 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@10e00f58 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.708 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7cb917d0 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.710 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@323729f6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.711 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@50a09805 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.713 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@402ad786 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.714 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@74195fc4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.716 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7f6aa028 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.718 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2bde6f70 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.720 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3dde1b6a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.722 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@307946a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.723 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@29c60fc2 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.725 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@71bb4065 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.726 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3cf31073 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.727 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3e86743 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.728 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1a49c0e3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.730 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@31da13a7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.731 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@158eed67 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.733 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@551c42ea (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:54:51.990 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.admin]' package. Please check your configuration.
2021-07-05 16:54:54.006 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 16:54:54.491 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2021-07-05 17:12:23.502 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.admin]' package. Please check your configuration.
2021-07-05 17:12:25.976 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 17:12:26.753 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2021-07-05 17:12:39.595 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.admin]' package. Please check your configuration.
2021-07-05 17:12:43.961 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2021-07-05 17:12:53.388 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 17:23:34.238 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 17:23:44.932 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.admin]' package. Please check your configuration.
2021-07-05 17:23:48.068 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2021-07-05 17:34:13.783 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.admin]' package. Please check your configuration.
2021-07-05 17:34:16.655 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2021-07-05 17:34:20.683 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 17:37:08.283 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3115139f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.285 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7253e610 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.286 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6bc38a2e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.287 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4f026fe (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.289 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@38b2a294 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.290 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@553ca0f4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.291 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@22d9d287 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.292 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@279bd7f4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.293 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@a907791 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.294 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3a9b5d37 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.295 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@56baed09 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.296 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2f67a45d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.297 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@264272df (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.298 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4650e1c5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.300 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@47839ea3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.302 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@21aa50a7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.303 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7a87b4b7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.304 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@b580a2a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.304 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@45fec04f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 17:37:08.306 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@36229f3f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 18:11:47.265 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.user]' package. Please check your configuration.
2021-07-05 18:12:48.681 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.pzhu.youzaiyouzai.supermarket.user]' package. Please check your configuration.
